rating,genre,year,score,votes,continent,runtime,gross
R,Comedy,2000,6.6,5300,North America,96,1182065
PG-13,Drama,2000,5.6,25000,North America,103,90726668
R,Biography,2000,7,27000,North America,122,10994533
R,Action,2000,5.7,29000,North America,117,40400425
R,Biography,2000,7.2,24000,North America,133,8601053
PG-13,Action,2000,4.5,9200,North America,96,4224065
R,Comedy,2000,6.2,5300,North America,82,580372
Not Rated,Comedy,2000,6.2,5700,Oceania,95,268117
R,Action,2000,5.8,11000,North America,119,15471969
R,Comedy,2000,6.9,18000,Europe,93,28741330
R,Drama,2000,6,9200,North America,112,2046433
Not Rated,Drama,2000,7,13000,Asia,90,24963
R,Comedy,2000,6.8,5600,Europe,91,1961054
R,Action,2000,4.6,20000,Europe,87,15843608
R,Comedy,2000,4.6,18000,North America,122,22844291
R,Horror,2000,6.4,20000,North America,115,924036
R,Horror,2000,4.3,16000,North America,97,38574362
R,Comedy,2000,5.3,10000,North America,92,10194274
PG-13,Comedy,2000,5.4,14000,North America,107,12452362
R,Animation,2000,7.7,30000,Asia,103,151086
Not Rated,Drama,2000,8.2,13000,Europe,145,25461
R,Comedy,2000,5.2,13000,North America,84,13743212
R,Drama,2000,6.9,23000,North America,126,22428990
R,Horror,2000,7.9,51000,South America,114,12413888
R,Comedy,2000,7,7300,North America,94,2019121
PG-13,Drama,2000,4.7,4400,North America,105,5280035
R,Drama,2000,6.8,9400,North America,110,1666028
R,Comedy,2000,5.8,3600,Europe,86,313768
R,Drama,2000,5.9,15000,North America,90,12591270
R,Drama,2000,6.5,6900,North America,105,270745
PG,Comedy,2000,7,20000,North America,95,35547761
Not Rated,Drama,2000,7.1,8500,Europe,92,6531687
Not Rated,Drama,2000,5.8,3200,Europe,87,126783
Not Rated,Horror,2000,7.9,12000,Asia,186,274675
R,Comedy,2000,6.1,9200,North America,112,6620242
R,Horror,2000,5.9,9100,North America,114,321279
R,Comedy,2000,5,9900,Europe,105,10890222
R,Horror,2000,6.6,13000,North America,94,43805
R,Horror,2000,5.1,14000,North America,107,40443010
R,Drama,2000,6.2,15000,Europe,100,1322763
R,Comedy,2000,6.8,21000,Europe,105,9206279
G,Animation,2000,6.2,12000,Europe,78,103291131
Not Rated,Drama,2000,7.2,13000,Europe,118,95242
R,Drama,2000,6.9,5000,North America,87,254380
R,Horror,2000,6.7,13000,Europe,103,30915
Not Rated,Action,2000,6.5,52000,Europe,88,60726164
PG,Comedy,2000,6.7,38000,North America,94,29934477
Not Rated,Comedy,2000,7.6,18000,Europe,98,80334
PG-13,Drama,2000,5.7,20000,North America,106,53425292
PG-13,Comedy,2000,7.3,9200,Europe,114,9719848
Not Rated,Horror,2000,7.1,22000,North America,114,15250594
R,Comedy,2000,6.5,5200,Europe,103,1400
R,Comedy,2000,6.2,33000,Europe,110,29364989
PG,Drama,2000,7,7200,Europe,135,5164404
PG-13,Comedy,2000,5.6,3700,North America,112,3169930
PG-13,Drama,2000,5.2,8300,North America,96,10873148
R,Drama,2000,5.9,21000,Europe,122,105983
G,Animation,2000,6.4,18000,North America,77,96159800
R,Comedy,2000,5.6,9100,North America,105,14145677
Not Rated,Biography,2000,6.1,1700,Europe,100,100544
R,Comedy,2000,5.1,3700,North America,98,40361
R,Comedy,2000,7.4,21000,Europe,106,14596148
R,Drama,2000,7.1,6100,Europe,121,3033646
R,Action,2000,5.8,2200,North America,82,13276
PG,Drama,2000,6,4400,Europe,93,299792
R,Drama,2000,4.8,11000,North America,97,31355910
R,Drama,2000,5.9,4200,North America,130,5753678
PG,Animation,2000,6.1,7000,North America,82,16643191
R,Comedy,2000,6.8,2900,North America,111,1111273
R,Horror,2000,5.1,1500,Oceania,93,6831
PG-13,Comedy,2000,4.7,11000,North America,108,24362772
R,Comedy,2000,5.7,7000,North America,101,3284444
PG-13,Comedy,2000,7.3,4200,North America,118,512451
Not Rated,Comedy,2000,6.8,6200,Europe,82,87313
Not Rated,Action,2000,6.9,14000,Asia,172,10000000
Not Rated,Drama,2000,7.4,4400,Europe,83,330468
Not Rated,Biography,2000,5.5,5100,North America,89,11821
PG,Action,2001,7.6,685000,Europe,152,1006968171
PG-13,Action,2001,6.8,362000,North America,106,207305509
PG-13,Action,2001,8.8,1700000,Oceania,178,897690072
PG-13,Comedy,2001,6.3,195000,North America,96,141774679
R,Drama,2001,7.9,331000,Europe,147,20263646
G,Animation,2001,8.1,838000,North America,92,579707738
PG,Animation,2001,8.6,679000,Asia,125,355475245
R,Drama,2001,8,755000,North America,113,6981586
R,Comedy,2001,5.7,100000,North America,89,66468985
R,Comedy,2001,5.3,152000,North America,83,141220678
PG-13,Horror,2001,7.7,531000,North America,116,450717150
PG,Animation,2001,7.9,630000,North America,90,487853320
R,Drama,2001,7.7,372000,North America,144,172989651
PG-13,Biography,2001,8.2,871000,North America,135,316791257
PG-13,Action,2001,6.4,307000,North America,130,443280904
PG-13,Action,2001,6.2,317000,North America,183,449220945
R,Comedy,2001,7.6,273000,North America,110,71444482
R,Comedy,2001,8.3,717000,Europe,122,173997108
R,Horror,2001,7.7,403000,North America,122,104876233
PG-13,Drama,2001,7.2,295000,North America,146,235926552
R,Comedy,2001,7.3,115000,North America,111,8764007
R,Comedy,2001,7.1,98000,North America,100,23182223
PG-13,Action,2001,6.9,176000,North America,132,117487473
R,Biography,2001,7.6,246000,North America,124,83282296
R,Horror,2001,6.8,261000,North America,131,351692268
G,Comedy,2001,6.4,133000,North America,111,165335153
PG-13,Drama,2001,7.6,271000,Oceania,127,184935320
R,Fantasy,2001,6.9,253000,North America,136,203388341
R,Fantasy,2001,5.6,81000,North America,91,68467960
PG-13,Action,2001,5.7,213000,North America,119,362211740
PG-13,Horror,2001,7.6,346000,Europe,104,209947037
PG-13,Action,2001,6,53000,North America,91,30987695
PG,Animation,2001,6.9,109000,North America,95,186053725
PG-13,Action,2001,6.4,111000,North America,112,85498534
PG-13,Comedy,2001,5.1,15000,North America,104,19772447
R,Comedy,2001,6.6,55000,North America,97,295206
PG-13,Comedy,2001,5.9,129000,North America,114,141069860
PG-13,Comedy,2001,6.5,251000,Europe,90,60780981
PG-13,Action,2001,5.9,301000,North America,92,368780809
R,Drama,2001,7.6,249000,Europe,131,96976270
R,Comedy,2001,7.2,82000,North America,131,87754044
R,Action,2001,6.5,179000,North America,99,147080413
R,Horror,2001,6.2,115000,North America,90,59371303
R,Drama,2001,7.1,36000,Europe,128,7640680
R,Drama,2001,6.4,29000,Europe,106,44102389
PG-13,Comedy,2001,6.1,122000,North America,101,98376292
R,Drama,2001,6.1,55000,Europe,116,35402320
Not Rated,Drama,2001,7,84000,North America,111,45011434
PG,Action,2001,5.5,111000,North America,88,147934180
PG-13,Action,2001,6.4,100000,North America,106,91753202
Not Rated,Drama,2001,6.1,12000,Europe,119,2672527
R,Biography,2001,6.9,35000,North America,108,704808
R,Comedy,2001,6.7,232000,Europe,97,281995610
PG-13,Drama,2001,7.6,145000,North America,132,97818139
R,Action,2001,7,75000,North America,131,27642707
R,Drama,2001,7.5,59000,Europe,131,6766381
R,Action,2001,7.1,149000,North America,126,143049560
PG-13,Action,2001,5.8,201000,North America,100,274703340
R,Comedy,2001,6.4,244000,North America,108,287553595
R,Horror,2001,7.2,79000,North America,100,17423030
R,Drama,2001,6.4,79000,North America,104,105178561
PG-13,Action,2001,6.6,205000,Asia,90,347325802
PG-13,Drama,2001,6.2,59000,North America,112,131706809
PG-13,Horror,2001,5.6,25000,North America,89,54249294
PG-13,Biography,2001,6.5,27000,North America,132,35743308
PG-13,Comedy,2001,4.8,58000,North America,84,85191134
R,Comedy,2001,6.3,55000,North America,93,31283740
R,Action,2001,6.6,66000,North America,97,36642838
R,Action,2001,6,45000,North America,125,18720175
R,Action,2001,6.8,124000,Europe,124,114252154
R,Action,2001,4.4,52000,North America,92,17077882
R,Comedy,2001,6.8,150000,North America,104,33788161
R,Action,2001,6.1,105000,North America,123,147845033
R,Horror,2001,6.8,149000,North America,122,74558115
PG,Action,2001,4.8,24000,Oceania,95,39438674
R,Action,2001,6.5,34000,North America,109,28510652
PG-13,Comedy,2001,6.9,106000,North America,90,77516304
R,Action,2001,7,64000,Europe,142,70752904
R,Horror,2001,6.8,55000,North America,124,29419291
PG-13,Action,2001,6,14000,North America,94,13678913
R,Action,2001,4.9,52000,North America,98,14010832
R,Horror,2001,7.5,106000,North America,116,18916623
R,Drama,2001,6.3,42000,North America,105,19334145
PG,Animation,2001,6.3,33000,North America,95,14026418
Not Rated,Drama,2001,6.5,11000,Europe,86,765705
PG-13,Comedy,2001,5.9,39000,North America,90,26086706
PG-13,Horror,2001,5.8,34000,North America,106,23619609
PG-13,Comedy,2001,5.3,78000,Europe,103,94728529
PG-13,Comedy,2001,6.2,52000,North America,123,57756408
R,Horror,2001,6.4,56000,North America,97,1612259
PG-13,Comedy,2001,6.3,17000,North America,89,14782676
R,Comedy,2001,7.7,33000,North America,95,3645107
R,Horror,2001,6.4,14000,North America,130,29381649
PG-13,Drama,2001,7.4,177000,North America,120,65001485
R,Comedy,2001,4.6,47000,North America,87,14343028
R,Horror,2001,6.6,18000,Asia,119,318451
PG-13,Drama,2001,6.7,87000,North America,119,65754228
PG-13,Comedy,2001,6.4,80000,North America,118,76019048
R,Drama,2001,6.3,50000,North America,113,100020092
R,Biography,2001,6.8,95000,North America,157,87812729
R,Drama,2001,7.5,43000,North America,125,23903791
Not Rated,Action,2001,7,53000,Asia,129,80631
R,Comedy,2001,5.4,18000,North America,95,23430766
PG-13,Comedy,2001,6.5,66000,North America,123,67631903
PG-13,Animation,2001,4.8,17000,North America,93,7622365
R,Horror,2001,7.4,38000,North America,131,44763181
PG-13,Action,2001,5.3,14000,North America,81,3313583
R,Animation,2001,7.8,62000,North America,99,3176880
PG-13,Action,2001,5.6,31000,North America,84,5007898
PG-13,Comedy,2001,5.5,22000,North America,98,14866015
R,Drama,2001,7.4,63000,Europe,106,6582065
PG,Action,2001,7.3,76000,Asia,87,42776760
G,Animation,2001,6,32000,North America,82,102992536
PG-13,Action,2001,4.6,40000,North America,116,54744738
PG-13,Comedy,2001,5.7,18000,North America,87,19900366
Not Rated,Animation,2001,7.9,44000,Asia,115,3007903
PG-13,Drama,2001,6.7,3900,North America,106,970676
R,Action,2001,5.6,33000,North America,101,79958599
R,Drama,2001,7.2,9300,North America,100,69958
PG,Drama,2001,8.1,108000,Asia,224,1724806
PG,Drama,2001,6.9,53000,North America,152,37317673
R,Horror,2001,4.8,26000,North America,96,36684136
PG-13,Animation,2001,6.4,81000,North America,106,85131830
PG-13,Action,2001,5.9,89000,North America,87,74005691
R,Drama,2001,6.9,20000,North America,103,396897
PG-13,Comedy,2001,5.7,14000,North America,81,16923761
PG,Action,2001,5.1,57000,North America,87,200687492
PG-13,Drama,2001,6.9,37000,North America,101,30919415
PG-13,Comedy,2001,5.7,55000,North America,102,138307673
R,Action,2001,6.6,62000,Europe,98,64437847
R,Drama,2001,5.9,33000,Europe,131,62112895
R,Drama,2001,7.1,37000,North America,98,1309316
Not Rated,Comedy,2001,8.1,68000,Asia,183,316221
PG-13,Comedy,2001,6.1,24000,North America,97,38689940
R,Comedy,2001,6.5,37000,Europe,99,7310206
R,Drama,2001,6.4,20000,Europe,119,15713204
R,Drama,2001,7.7,92000,Europe,120,13782896
PG,Animation,2001,7.9,25000,Asia,87,262891
R,Comedy,2001,6.2,28000,North America,109,28008462
R,Action,2001,6.3,48000,Europe,93,12881605
R,Action,2001,6.1,49000,North America,120,56359980
R,Biography,2001,7,18000,Europe,91,16153953
R,Biography,2001,7.5,13000,Europe,141,24322180
PG-13,Drama,2001,6.4,24000,North America,99,19937988
R,Drama,2001,5.6,23000,North America,102,29715606
R,Comedy,2001,7.9,45000,Europe,98,4858869
Not Rated,Drama,2001,7.4,46000,Asia,210,11334547
R,Comedy,2001,6.8,24000,Europe,98,2300684
R,Comedy,2001,6.3,8100,North America,115,4931888
R,Comedy,2001,6.3,8100,North America,94,830286
PG-13,Action,2001,4.8,14000,Europe,104,32533802
R,Drama,2001,6.1,19000,North America,95,19260537
R,Comedy,2001,6.1,25000,Europe,93,16171098
R,Comedy,2001,6.4,18000,Europe,96,1574660
R,Comedy,2001,6.4,18000,North America,95,5480653
R,Comedy,2001,6.1,29000,North America,93,13578186
PG,Comedy,2001,4.7,42000,North America,87,176104344
Not Rated,Drama,2001,6,7500,Europe,101,15571
PG,Comedy,2001,5.4,7700,North America,86,18634654
Not Rated,Drama,2001,5.8,4700,North America,88,1460687
R,Action,2001,6.7,38000,Europe,94,10366360
PG-13,Horror,2001,3.9,8500,North America,84,4299141
PG-13,Action,2001,4.9,39000,North America,95,39976235
R,Drama,2001,6.7,32000,North America,111,24690441
R,Horror,2001,6.6,11000,North America,101,10031529
R,Drama,2001,7.3,18000,Europe,99,11767402
R,Comedy,2001,6.5,16000,North America,97,10013424
PG-13,Action,2001,6.1,29000,North America,108,18195610
PG-13,Action,2001,5.8,18000,Europe,88,16176732
R,Horror,2001,6.1,23000,North America,92,12806614
R,Comedy,2001,7.4,24000,Asia,114,30787356
R,Drama,2001,7.3,19000,Oceania,121,15747450
Not Rated,Horror,2001,7.1,9600,North America,97,1846059
R,Comedy,2001,4.8,6700,North America,93,10229331
R,Horror,2001,4.3,6800,North America,96,8378853
R,Comedy,2001,5,13000,North America,95,12320393
PG-13,Action,2001,5.2,5500,North America,90,763740
PG-13,Comedy,2001,5.5,15000,North America,94,38464131
PG-13,Comedy,2001,5.5,14000,North America,86,13127022
PG-13,Drama,2001,2.3,22000,North America,104,5271666
PG-13,Comedy,2001,5.4,22000,Europe,87,71186502
R,Drama,2001,7.2,19000,North America,86,515900
PG,Action,2001,5.4,8800,North America,94,43057552
R,Comedy,2001,6.2,6500,North America,90,22391450
PG-13,Drama,2001,6.2,23000,North America,95,8694320
R,Comedy,2001,6.8,17000,North America,87,1318945
PG-13,Animation,2001,7.2,21000,Asia,108,4035192
R,Comedy,2001,6.7,4300,North America,104,384098
PG-13,Comedy,2001,6.7,4500,North America,102,4634077
R,Drama,2001,6.1,5100,North America,118,1198113
R,Comedy,2001,6.8,7000,North America,91,4677852
Not Rated,Comedy,2001,7.1,6100,South America,103,270811
PG-13,Comedy,2001,4.7,13000,North America,86,25272752
R,Horror,2001,7.3,14000,Europe,115,5393526
G,Animation,2001,6.6,9800,North America,82,44460850
PG,Action,2001,6.4,4200,North America,113,4760014
R,Drama,2001,7,10000,North America,108,621592
R,Comedy,2001,5.8,11000,North America,95,2534372
PG-13,Drama,2001,6.4,11000,Europe,121,5323109
PG-13,Comedy,2001,6.7,38000,North America,103,18914307
PG-13,Action,2002,7.3,706000,North America,121,825025036
PG-13,Action,2002,6.4,108000,North America,124,193921372
R,Drama,2002,7.1,259000,North America,110,242875078
R,Biography,2002,8.5,756000,Europe,150,120072577
PG,Action,2002,7.4,572000,Europe,161,879602366
PG-13,Action,2002,8.7,1500000,Oceania,179,947495095
R,Horror,2002,7.7,253000,North America,117,181001478
R,Action,2002,6.7,254000,Europe,100,102984862
PG-13,Biography,2002,8.1,866000,North America,141,352114312
R,Drama,2002,7.6,386000,Europe,113,85720385
R,Horror,2002,8.6,714000,South America,130,30680793
Not Rated,Horror,2002,7.4,124000,Europe,97,6479328
PG-13,Horror,2002,7.1,328000,North America,115,249348933
PG-13,Drama,2002,6.7,344000,North America,106,408247917
PG-13,Action,2002,7.9,519000,North America,119,214034224
PG,Action,2002,6.5,658000,North America,142,653779970
R,Comedy,2002,7,86000,North America,107,9304609
PG,Action,2002,5.1,103000,North America,86,275650703
PG-13,Action,2002,6.2,129000,North America,101,82150183
PG-13,Action,2002,7.6,519000,North America,145,358372926
PG-13,Action,2002,6.2,199000,North America,94,296938801
R,Horror,2002,7.2,259000,Europe,124,209196298
R,Horror,2002,7.5,415000,North America,167,193772504
PG,Comedy,2002,6.8,22000,Europe,97,18009625
PG-13,Comedy,2002,6.2,105000,North America,108,180622424
PG-13,Action,2002,7.7,132000,Europe,131,75395048
PG-13,Comedy,2002,5.5,92000,North America,104,54639553
R,Comedy,2002,7.7,183000,North America,115,32801173
R,Drama,2002,6.7,83000,Europe,124,119137784
PG,Animation,2002,7.5,452000,North America,81,383257136
R,Horror,2002,6.8,266000,North America,112,197079546
R,Drama,2002,7.2,281000,North America,118,113758770
PG-13,Action,2002,6.2,351000,North America,88,445135288
PG,Animation,2002,7.3,174000,North America,92,273144151
PG-13,Comedy,2002,7.2,220000,North America,113,306776732
PG,Drama,2002,7.3,203000,North America,101,47494916
PG,Animation,2002,7.2,107000,North America,95,110041363
PG,Comedy,2002,6.6,122000,North America,95,368744044
R,Action,2002,7.2,133000,North America,138,115374915
R,Comedy,2002,5.2,56000,North America,84,69319426
PG-13,Action,2002,5.9,175000,North America,124,277448382
R,Action,2002,7.4,316000,North America,107,5368217
PG-13,Action,2002,5.5,133000,North America,92,180630907
R,Comedy,2002,7.3,152000,North America,95,24675714
PG-13,Action,2002,6.1,209000,Europe,133,431971116
PG-13,Action,2002,6,120000,North America,96,123729176
PG-13,Comedy,2002,6.6,106000,Europe,112,76585828
PG-13,Action,2002,6.8,290000,Europe,92,43928932
PG-13,Drama,2002,5.7,30000,North America,104,51843679
R,Horror,2002,5.5,96000,North America,91,68349884
R,Comedy,2002,6.4,105000,Europe,92,38275483
PG-13,Comedy,2002,5.3,86000,North America,105,154906693
G,Animation,2002,7.2,69000,North America,83,122563539
R,Action,2002,6.7,204000,Europe,117,155010032
R,Biography,2002,7.4,83000,South America,123,56298474
R,Horror,2002,7,255000,North America,81,97837138
PG-13,Comedy,2002,7.1,176000,Europe,101,130549455
R,Biography,2002,7,85000,North America,113,33013805
PG-13,Action,2002,6.2,44000,North America,81,16994625
PG-13,Action,2002,7.9,176000,Asia,120,177395557
PG-13,Action,2002,6.4,75000,North America,116,67336470
PG-13,Action,2002,5.4,53000,North America,99,45867333
R,Drama,2002,5.3,53000,North America,101,45479110
R,Horror,2002,6.2,34000,Europe,114,16838910
PG-13,Drama,2002,7.5,127000,North America,110,108846072
R,Comedy,2002,5.6,72000,Europe,96,95146283
R,Drama,2002,6.8,117000,North America,96,52223306
R,Horror,2002,5.6,75000,North America,93,30553394
Not Rated,Comedy,2002,6.1,4700,Europe,115,234255
PG-13,Comedy,2002,5.9,34000,North America,88,31167388
PG-13,Comedy,2002,6.2,48000,North America,82,43325009
