rating,genre,year,score,votes,continent,runtime,gross
R,Comedy,1997,5.1,1900,North America,92,13330
R,Comedy,1997,5.4,8700,North America,93,14009368
R,Drama,1997,6.1,1700,North America,124,40158
R,Comedy,1997,6.4,2000,North America,103,301796
PG,Action,1997,4.6,6500,North America,108,4529843
R,Drama,1997,6.6,6500,North America,132,1897404
R,Horror,1997,6.4,14000,Europe,121,2372903
PG-13,Comedy,1997,5.8,6000,North America,98,14598571
R,Comedy,1997,6.5,5400,Europe,97,3392080
R,Comedy,1998,8.1,754000,North America,117,46748721
R,Drama,1998,8.6,1300000,North America,169,482349603
R,Drama,1998,8.5,1100000,North America,119,23875127
R,Action,1998,8.2,547000,Europe,107,3753929
PG,Comedy,1998,8.1,972000,North America,103,264118201
PG-13,Action,1998,6.7,403000,North America,151,553709788
R,Horror,1998,7.3,144000,North America,121,22912409
PG,Action,1998,6.6,125000,North America,128,92108659
R,Horror,1998,6.5,112000,North America,108,30166293
R,Action,1998,7.1,252000,North America,120,131183530
PG-13,Comedy,1998,6.9,139000,North America,97,123306987
PG-13,Drama,1998,7.2,223000,North America,178,142940100
PG-13,Action,1998,7,247000,North America,98,244721064
R,Action,1998,7.6,266000,North America,118,10680275
PG-13,Action,1998,6.2,168000,North America,120,349464664
R,Comedy,1998,7.1,297000,North America,119,369884651
R,Horror,1998,6.5,114000,North America,104,40283321
G,Animation,1998,7.2,273000,North America,95,363258859
R,Comedy,1998,7,88000,North America,123,77745966
G,Animation,1998,7.6,265000,North America,88,304320254
PG-13,Comedy,1998,6.3,75000,North America,104,46733235
R,Drama,1998,7.6,177000,North America,170,98126565
PG-13,Comedy,1998,7.5,123000,North America,124,49805462
PG,Comedy,1998,6.7,200000,North America,119,250821495
PG-13,Drama,1998,7,104000,North America,113,55382927
R,Comedy,1998,7.7,174000,North America,93,17196103
PG-13,Action,1998,6.8,173000,North America,136,250288523
R,Horror,1998,6.5,81000,North America,107,128038368
R,Fantasy,1998,7.6,191000,Oceania,100,27200316
PG-13,Comedy,1998,7,71000,North America,121,98005666
PG-13,Action,1998,5.4,186000,Asia,139,379014294
R,Comedy,1998,7.1,217000,North America,123,289317794
PG-13,Comedy,1998,6.5,47000,North America,100,25605015
PG-13,Action,1998,6.2,93000,North America,110,54682547
R,Horror,1998,6,77000,North America,98,103891409
PG,Animation,1998,7.1,122000,North America,99,218613188
PG-13,Comedy,1998,6.8,63000,North America,125,159710793
PG-13,Comedy,1998,6.1,153000,North America,90,185991646
PG-13,Comedy,1998,6.6,61000,North America,112,40263020
PG,Action,1998,6.4,72000,North America,103,112587658
PG-13,Action,1998,6.5,160000,Europe,132,182968902
R,Action,1998,7.3,232000,North America,132,250849789
R,Drama,1998,8.1,81000,Europe,105,1657778
R,Horror,1998,5.6,62000,North America,99,72527595
R,Action,1998,7,78000,North America,124,25232289
R,Action,1998,7.3,176000,Europe,122,41616262
PG-13,Action,1998,5.2,70000,North America,130,136159423
R,Comedy,1998,5.4,54000,North America,89,50688658
R,Drama,1998,7.4,173000,North America,84,3221152
PG-13,Drama,1998,6.6,40000,North America,169,186883563
Not Rated,Comedy,1998,7.7,67000,North America,134,2982011
PG-13,Biography,1998,6.8,108000,North America,115,202292902
PG-13,Action,1998,6.1,101000,North America,134,37020277
PG-13,Action,1998,6.6,98000,North America,131,102367405
PG-13,Action,1998,5.8,74000,North America,102,164839294
R,Action,1998,6.1,35000,North America,106,11203026
R,Action,1998,6.6,156000,North America,127,285444603
R,Biography,1998,7.4,95000,Europe,124,82150642
R,Action,1998,7.3,134000,Europe,140,44547681
R,Drama,1998,5.8,32000,North America,93,16757163
PG-13,Drama,1998,6,25000,North America,114,81471882
PG-13,Comedy,1998,6.7,65000,Europe,99,11841544
R,Comedy,1998,7.5,49000,North America,110,2375097
R,Horror,1998,4.6,46000,North America,105,37170655
R,Horror,1998,5.8,68000,North America,86,55041738
R,Horror,1998,5.6,21000,Oceania,84,17514980
R,Action,1998,6.1,70000,North America,111,93107289
R,Horror,1998,7.7,191000,Europe,80,7267585
PG-13,Drama,1998,6.7,116000,North America,114,198685114
R,Comedy,1998,6.7,59000,North America,82,17460020
R,Drama,1998,6.9,45000,North America,136,21567853
PG,Animation,1998,6.5,149000,North America,83,171757863
R,Horror,1998,7.5,66000,Europe,121,16316273
R,Action,1998,6.1,55000,Asia,108,20308772
R,Drama,1998,7,34000,Europe,118,1053788
R,Horror,1998,7.5,89000,Europe,69,48482
Not Rated,Horror,1998,7.4,22000,Europe,93,6955
R,Drama,1998,6.8,52000,North America,111,55494066
PG-13,Action,1998,3.8,41000,North America,89,23384939
R,Drama,1998,8.1,60000,Europe,169,21057208
R,Horror,1998,4.7,70000,North America,100,40002112
R,Action,1998,6.4,70000,North America,116,116672912
R,Action,1998,6,53000,North America,99,14594226
PG-13,Comedy,1998,6.2,58000,North America,82,30331165
R,Biography,1998,6.4,3900,North America,116,12461773
PG-13,Drama,1998,7,103000,North America,121,189176423
R,Comedy,1998,6.5,58000,North America,103,7027290
PG-13,Action,1998,6.6,7000,North America,91,146125
R,Comedy,1998,7.4,26000,North America,97,299569
R,Action,1998,6.2,28000,North America,87,19204929
Not Rated,Horror,1998,7.1,20000,Europe,94,7120568
R,Comedy,1998,6.8,25000,North America,108,29202884
PG-13,Comedy,1998,6.4,24000,North America,82,10023282
R,Horror,1998,6.7,37000,North America,111,8863193
PG-13,Comedy,1998,5.4,93000,North America,85,294456605
R,Action,1998,4.4,28000,North America,93,19221939
R,Comedy,1998,6.3,25000,North America,113,5078660
R,Comedy,1998,6.3,46000,North America,100,9898412
PG,Comedy,1998,6,7000,Europe,88,29967750
R,Comedy,1998,6.7,12000,North America,113,3020601
R,Action,1998,6.1,29000,North America,91,27007143
PG-13,Action,1998,4.9,32000,North America,123,14051384
R,Biography,1998,7.4,30000,North America,105,6451628
R,Drama,1998,7.6,32000,North America,130,10019109
PG,Action,1998,5.7,28000,North America,114,50632037
R,Comedy,1998,6,19000,North America,111,46905889
R,Horror,1998,6.2,11000,North America,94,15055091
G,Animation,1998,6.3,41000,Asia,96,163644662
R,Horror,1998,6.2,10000,South America,96,9639390
PG-13,Horror,1998,7.4,39000,Europe,134,14096321
PG,Comedy,1998,7.4,26000,Europe,91,55257450
PG,Action,1998,5.8,32000,Oceania,97,69131860
Not Rated,Drama,1998,7.9,11000,Europe,137,107178
R,Comedy,1998,6.7,28000,Europe,143,52090187
G,Animation,1998,6.3,16000,North America,86,22510798
Not Rated,Comedy,1998,7.5,50000,Europe,89,219331
R,Action,1998,5.9,33000,North America,97,19870567
PG-13,Comedy,1998,6.7,6700,North America,97,913834
PG-13,Comedy,1998,7.3,13000,North America,100,2652246
PG-13,Action,1998,6.1,24000,Europe,87,9623329
R,Drama,1998,5.1,4700,North America,93,21521
PG,Comedy,1998,6.9,21000,North America,114,18253415
R,Action,1998,7.2,18000,North America,87,3121
R,Comedy,1998,8.1,52000,Europe,127,351447
PG,Drama,1998,5.9,6000,North America,126,15923122
PG,Comedy,1998,5.4,34000,North America,101,34562556
PG-13,Drama,1998,5.5,11000,North America,96,13583690
R,Comedy,1998,5.7,7100,North America,124,39278722
PG-13,Action,1998,5.8,16000,North America,90,6136856
PG-13,Comedy,1998,4.7,7200,North America,100,3572443
R,Drama,1998,6.6,9900,North America,101,1960216
PG-13,Drama,1998,6.6,28000,North America,115,56709981
R,Comedy,1998,7,19000,North America,121,3970078
G,Animation,1998,5.9,18000,North America,79,140894675
R,Comedy,1998,5.9,6400,North America,104,23261485
R,Comedy,1998,6,14000,North America,96,15064946
R,Comedy,1998,6.1,14000,North America,93,12874899
PG-13,Action,1998,5.4,8600,North America,89,12951088
R,Biography,1998,7.2,16000,North America,111,4553271
PG-13,Action,1998,6.1,11000,North America,122,10452012
R,Drama,1998,8,37000,South America,110,5971073
R,Comedy,1998,6.4,14000,North America,87,2281761
PG-13,Biography,1998,7.2,6700,North America,117,777423
PG,Comedy,1998,5.9,3900,North America,88,282175
R,Drama,1998,6.9,14000,North America,111,8341087
PG-13,Comedy,1998,5.6,15000,North America,87,19889299
R,Action,1998,6.1,16000,North America,100,13806137
R,Horror,1998,6.1,2900,Europe,87,1672
R,Action,1998,6.1,6400,Europe,98,1263279
R,Horror,1998,5.4,20000,North America,96,5624282
PG-13,Comedy,1998,7.2,9900,North America,89,6745362
R,Drama,1998,6,7200,North America,172,22852487
PG,Action,1998,3,11000,North America,93,375805
R,Drama,1998,7.7,18000,Europe,112,357549
R,Drama,1998,7,12000,North America,127,26616840
R,Action,1998,4.8,3800,North America,89,8165212
R,Comedy,1998,6.6,12000,North America,91,5502773
R,Horror,1998,6.1,7600,Europe,114,5878911
R,Horror,1998,5.1,6700,North America,85,713239
PG-13,Comedy,1998,7.7,38000,Europe,80,4071548
PG,Action,1998,6.5,15000,North America,91,26875268
Not Rated,Drama,1998,7.6,11000,Asia,119,801985
G,Action,1998,3.2,3200,North America,76,12218638
R,Biography,1998,6.2,7100,North America,88,1171001
PG,Comedy,1998,4.1,2700,North America,93,4356216
R,Horror,1998,5.7,11000,North America,114,1677131
R,Drama,1998,7.3,11000,North America,103,14328
R,Comedy,1998,7,16000,Europe,97,4611784
PG-13,Action,1998,6.5,9400,North America,97,18912328
R,Animation,1998,6.6,3600,Asia,90,25824
R,Drama,1998,6.9,4700,Europe,93,2048740
R,Comedy,1998,6.6,11000,North America,104,1794086
R,Action,1998,4.9,14000,Europe,91,10319915
PG,Comedy,1998,5.5,9600,North America,86,12214338
Not Rated,Comedy,1998,6.8,6000,North America,99,871759
PG,Comedy,1998,5,6600,North America,103,8072007
R,Comedy,1998,3.2,4900,North America,90,9257103
R,Biography,1998,7.3,8300,Europe,124,1214198
R,Horror,1998,6.5,8400,North America,101,1036818
R,Comedy,1998,5.6,4800,North America,93,4106588
PG-13,Drama,1998,6.2,2900,North America,97,4390
R,Comedy,1998,5.8,2700,North America,91,123104
R,Comedy,1998,7,7800,Europe,95,524864
R,Drama,1998,6.3,1900,Europe,111,238497
R,Horror,1998,6.3,2100,Europe,117,895788
PG,Drama,1998,6.3,506,North America,98,104255
PG,Comedy,1998,4.9,19000,North America,114,12069719
R,Comedy,1998,6.3,7800,North America,100,4714658
R,Comedy,1998,6.9,14000,North America,116,2087471
PG-13,Comedy,1998,5,5300,North America,94,7571115
R,Horror,1998,4.7,2500,North America,95,11710
R,Comedy,1998,5.8,4500,North America,102,77910
R,Comedy,1998,5.9,9800,North America,122,1808004
PG-13,Comedy,1998,5.1,8200,North America,91,10493366
Not Rated,Comedy,1998,7.6,50000,Asia,177,2100000
Not Rated,Drama,1998,6.1,2000,Europe,122,36666
Not Rated,Action,1998,7,78000,Europe,86,44500000
Not Rated,Comedy,1998,6.8,30000,Europe,117,7235
Not Rated,Comedy,1998,6.3,7400,Europe,111,142783
Not Rated,Drama,1998,7,534,North America,83,967
Not Rated,Drama,1999,5.8,4600,Europe,134,791919
Not Rated,Drama,1999,6.9,4300,Europe,141,113495
Not Rated,Drama,1999,7.4,9500,Europe,92,270419
R,Comedy,1999,6.2,4900,North America,124,1434
R,Comedy,1999,7.5,13000,Europe,90,1708496
R,Action,1999,8.7,1700000,North America,136,466364845
R,Drama,1999,8.8,1900000,Europe,139,101209702
R,Horror,1999,7.4,189000,North America,139,128799509
Not Rated,Drama,1999,7.4,313000,Europe,159,162242684
PG-13,Action,1999,7,401000,North America,124,415933406
R,Comedy,1999,7,385000,North America,95,235483004
R,Horror,1999,8.6,1200000,North America,189,286801374
R,Drama,1999,8.3,1100000,North America,122,356296601
PG,Action,1999,6.5,748000,North America,136,1027082707
PG-13,Comedy,1999,7.3,309000,North America,97,53478579
PG-13,Drama,1999,8.1,930000,North America,107,672806292
PG-13,Action,1999,6.6,221000,North America,95,312016928
R,Comedy,1999,7.7,248000,North America,89,10828256
PG,Action,1999,7.3,155000,North America,102,90683916
PG-13,Comedy,1999,7.1,286000,Europe,124,363889678
R,Drama,1999,6.8,183000,North America,97,76347426
R,Horror,1999,6.5,239000,North America,81,248639099
R,Drama,1999,7.2,147000,North America,97,10410044
R,Drama,1999,8,295000,North America,188,48451803
R,Biography,1999,7.3,169000,Europe,127,48350205
PG,Action,1999,5.9,128000,Europe,84,300135367
R,Action,1999,5.9,127000,North America,105,164648142
R,Action,1999,7.8,230000,North America,108,30471
R,Comedy,1999,6.5,43000,North America,106,54294169
PG-13,Comedy,1999,5.9,86000,North America,95,103166989
R,Fantasy,1999,7.3,338000,North America,105,206071502
R,Action,1999,5.7,56000,North America,82,56870414
G,Animation,1999,7.9,540000,North America,92,497375381
R,Action,1999,7.3,210000,North America,130,31429330
G,Animation,1999,7.3,210000,North America,88,448191819
R,Comedy,1999,7.2,92000,North America,103,14902041
R,Comedy,1999,7.7,319000,North America,113,23106667
PG,Animation,1999,8,177000,North America,86,23180087
PG-13,Action,1999,6.4,191000,Europe,128,361832400
Not Rated,Drama,1999,5.3,10000,Europe,84,1585642
PG-13,Action,1999,6.1,64000,North America,121,33461011
PG-13,Action,1999,4.9,155000,North America,106,222104681
PG-13,Comedy,1999,6.4,205000,North America,93,234801895
R,Horror,1999,6.7,172000,Europe,133,58401898
R,Horror,1999,6.5,78000,North America,105,177841558
R,Biography,1999,7.8,163000,North America,157,60289912
R,Comedy,1999,5.7,72000,North America,88,92938755
R,Action,1999,6.6,119000,North America,102,61698899
R,Comedy,1999,6.8,47000,North America,108,73475268
R,Action,1999,5.8,107000,North America,122,211989043
R,Horror,1999,6.9,89000,North America,113,124305181
PG-13,Comedy,1999,6.6,34000,Europe,97,10571408
R,Biography,1999,7.5,94000,North America,118,11540607
R,Horror,1999,6.5,127000,Europe,123,96618699
R,Horror,1999,5.6,54000,North America,93,42593455
R,Comedy,1999,6.7,29000,North America,85,2595216
PG-13,Comedy,1999,6.1,85000,North America,107,84565230
R,Comedy,1999,5.6,25000,North America,87,3117085
R,Horror,1999,6.7,159000,North America,118,151493655
R,Drama,1999,6.9,114000,North America,162,100230832
R,Drama,1999,6.6,8100,North America,107,4750660
R,Horror,1999,6.7,37000,North America,142,19288130
PG-13,Drama,1999,7.4,95000,North America,126,88545092
PG,Biography,1999,7.8,85000,North America,108,34698753
PG-13,Fantasy,1999,5,73000,North America,113,177311151
R,Horror,1999,6.8,96000,Europe,97,2856712
PG-13,Drama,1999,6.6,33000,North America,137,46112640
R,Drama,1999,6.8,65000,North America,121,16797191
R,Action,1999,7.1,163000,North America,114,107752036
R,Comedy,1999,7.2,68000,North America,102,28451622
R,Action,1999,7.1,133000,North America,100,161626121
R,Animation,1999,7.7,195000,North America,81,83137603
G,Biography,1999,8,84000,Europe,112,6416569
R,Comedy,1999,6.2,41000,North America,92,4152230
PG-13,Comedy,1999,6.4,68000,North America,97,98625775
R,Comedy,1999,6.9,36000,North America,95,4217115
R,Horror,1999,6.4,55000,North America,116,149705852
R,Action,1999,6.4,65000,Europe,148,66976317
R,Biography,1999,7.4,126000,Europe,118,47434430
Not Rated,Drama,1999,7.5,9200,Europe,94,217244
R,Action,1999,7,38000,Europe,101,2062405
PG-13,Action,1999,6.3,110000,North America,113,212404396
PG-13,Comedy,1999,7.1,23000,Europe,112,4775847
R,Horror,1999,7,77000,North America,99,21142914
R,Action,1999,7.5,86000,Europe,116,9380473
PG-13,Comedy,1999,5.3,20000,North America,96,8951935
PG,Comedy,1999,6.9,112000,North America,132,87423861
PG,Comedy,1999,5.6,95000,North America,116,309460292
R,Horror,1999,7.1,69000,North America,100,18564088
PG,Action,1999,4.2,46000,North America,78,134403112
R,Action,1999,7.2,83000,North America,117,41067311
R,Biography,1999,7.6,93000,North America,146,73956241
R,Drama,1999,7.9,91000,Europe,101,67952969
PG-13,Comedy,1999,5.8,19000,North America,91,22593409
PG-13,Action,1999,6.3,77000,Europe,93,117758500
R,Horror,1999,7,31000,North America,89,3325736
PG-13,Drama,1999,6.2,37000,North America,126,118880016
R,Horror,1999,6.2,66000,North America,103,89446268
PG-13,Comedy,1999,6.4,25000,Europe,116,16071990
PG-13,Comedy,1999,6.5,12000,North America,129,27807627
R,Comedy,1999,6.7,148000,North America,103,176885658
R,Comedy,1999,7.1,24000,Europe,99,104257
PG-13,Drama,1999,6.5,22000,North America,100,10115013
Not Rated,Comedy,1999,5.9,14000,North America,115,1765545
R,Action,1999,5,27000,North America,99,30657854
PG-13,Comedy,1999,5.1,18000,North America,81,30636478
R,Comedy,1999,6.8,9700,North America,120,34573780
PG-13,Comedy,1999,6.2,19000,North America,94,6262878
R,Drama,1999,7.3,9800,Europe,98,254441
R,Horror,1999,6.6,33000,North America,127,16649768
R,Drama,1999,7.1,20000,Europe,162,2259680
PG-13,Comedy,1999,5.4,33000,North America,105,93900680
R,Comedy,1999,6.1,8000,North America,101,2015406
R,Drama,1999,4.9,5300,North America,106,752122
R,Biography,1999,7.3,21000,North America,145,13042112
R,Action,1999,4.2,28000,North America,83,10667893
PG-13,Drama,1999,6.7,36000,North America,148,113996937
R,Drama,1999,7.1,22000,Europe,102,10827816
R,Comedy,1999,6.7,26000,North America,119,8891623
PG,Comedy,1999,2.7,26000,North America,97,36450736
PG,Comedy,1999,5.1,13000,North America,94,36850101
PG-13,Comedy,1999,6.2,17000,North America,114,23631929
R,Drama,1999,6.7,13000,North America,138,635096
R,Comedy,1999,6,15000,North America,101,6852450
PG-13,Comedy,1999,6.1,42000,North America,122,35242897
R,Drama,1999,7.5,13000,Europe,181,7918035
R,Drama,1999,5.2,20000,North America,133,74608570
PG-13,Comedy,1999,5.9,36000,Europe,102,54264342
Not Rated,Action,1999,6,40000,Europe,109,1632567
G,Animation,1999,7.2,36000,North America,75,90874570
R,Horror,1999,4.7,16000,North America,104,17762705
R,Drama,1999,5.4,54000,North America,109,19598588
G,Action,1999,6.3,18000,North America,87,22323612
Not Rated,Drama,1999,7.5,9600,Middle East,118,259510
R,Drama,1999,5,15000,North America,109,17589705
R,Comedy,1999,7,8700,North America,106,25059640
R,Comedy,1999,6.5,18000,North America,112,4488529
R,Comedy,1999,5.8,5000,North America,94,2924635
R,Comedy,1999,6,29000,North America,124,8408835
G,Action,1999,5.8,3100,North America,73,11683047
R,Drama,1999,5.5,13000,North America,100,12017369
R,Biography,1999,7.4,12000,Europe,160,6208548
R,Drama,1999,6.6,32000,North America,126,34105207
PG,Comedy,1999,3.9,10000,North America,77,9974410
PG-13,Drama,1999,6.4,13000,North America,106,28121100
R,Comedy,1999,6.4,8600,North America,96,7302522
PG-13,Drama,1999,7.8,19000,Asia,122,461259
PG-13,Comedy,1999,5.3,13000,Europe,96,4398989
PG,Action,1999,6.1,7900,Asia,99,12924063
R,Comedy,1999,6,22000,North America,95,58900031
R,Comedy,1999,6.9,17000,Europe,96,4177818
G,Animation,1999,6.1,21000,Asia,99,133949270
PG-13,Comedy,1999,7.2,33000,North America,95,4525794
PG-13,Horror,1999,3.9,9900,North America,91,10155690
PG-13,Drama,1999,6,13000,North America,128,22365133
PG-13,Comedy,1999,6.8,15000,Europe,97,18542974
R,Comedy,1999,4.4,1600,North America,96,5453
PG,Comedy,1999,6.9,12000,Europe,117,14401563
R,Horror,1999,5.2,5500,North America,108,4197729
PG-13,Comedy,1999,6.9,13000,North America,118,10920544
R,Comedy,1999,6.8,6900,North America,94,92442
PG-13,Comedy,1999,6.1,19000,Oceania,98,10570375
R,Drama,1999,6.8,7600,Europe,106,206128
R,Animation,1999,7.4,16000,Asia,102,94591
R,Comedy,1999,6.8,8900,North America,112,4555459
PG-13,Action,1999,4.3,16000,North America,100,11578059
R,Action,1999,6.1,18000,North America,110,24493601
PG-13,Drama,1999,6.8,14000,North America,127,23049593
PG,Drama,1999,6.8,12000,North America,124,14936407
PG-13,Comedy,1999,5.5,4200,North America,88,9177355
PG-13,Comedy,1999,5.1,17000,North America,101,36911617
R,Horror,1999,6.3,6000,North America,95,14011454
R,Horror,1999,4.9,5600,North America,98,5541431
PG-13,Comedy,1999,6.2,6700,Europe,111,2005840
PG-13,Comedy,1999,5.1,6200,North America,100,6552255
Not Rated,Drama,1999,7.8,7400,Europe,112,646532
R,Action,1999,4.3,8800,North America,92,13263993
R,Horror,1999,6.1,7400,North America,92,27816
R,Comedy,1999,5.5,12000,North America,124,8678812
PG-13,Drama,1999,6.5,15000,North America,120,4956401
R,Drama,1999,6.8,8900,North America,132,2986932
R,Action,1999,6.4,9700,Europe,99,474900
R,Comedy,1999,4.6,7600,North America,110,178278
G,Drama,1999,7.3,7500,Europe,104,3957934
R,Comedy,1999,7,6500,North America,127,3736868
PG,Drama,1999,8.2,16000,Middle East,90,2777552
R,Drama,1999,7.5,13000,Europe,95,293092
R,Comedy,1999,7.2,8400,North America,89,2087228
R,Comedy,1999,7.6,5500,Europe,90,19478
R,Drama,1999,7.1,5300,Europe,80,401299
R,Drama,1999,5.4,3100,Europe,106,164022
Not Rated,Biography,1999,7.2,6200,Europe,125,927107
PG-13,Comedy,1999,5.5,13000,North America,90,28544120
R,Drama,1999,6.6,4100,North America,125,570708
R,Horror,1999,6.1,6400,North America,111,370668
R,Comedy,1999,5.8,3900,Europe,118,437568
G,Animation,1999,4.5,3700,North America,87,11993021
R,Drama,1999,6.9,6900,North America,107,1302067
PG-13,Comedy,1999,6.3,9600,North America,98,1955933
R,Horror,1999,6.7,2600,North America,93,60279
R,Action,2000,7.9,260000,North America,122,47386287
R,Comedy,2000,7.6,514000,North America,101,34266564
R,Action,2000,8.5,1400000,North America,155,465380802
R,Comedy,2000,8.3,800000,Europe,102,83557872
Not Rated,Drama,2000,8.3,786000,North America,102,7390108
R,Horror,2000,8.4,1200000,North America,113,40047078
R,Comedy,2000,7.5,94000,Europe,108,14493284
PG-13,Action,2000,7.8,542000,North America,143,429632142
R,Comedy,2000,6.2,238000,North America,88,278019771
PG-13,Action,2000,6.4,160000,North America,130,328718434
PG-13,Comedy,2000,5.7,108000,North America,100,113916474
PG-13,Action,2000,7.4,582000,North America,104,296339528
PG-13,Action,2000,6.4,75000,North America,130,128884132
R,Action,2000,7.2,260000,North America,165,215294342
R,Biography,2000,7.4,182000,North America,131,256271286
PG-13,Drama,2000,7.3,396000,North America,106,248118121
PG-13,Action,2000,5.6,179000,North America,98,264105545
R,Comedy,2000,6.4,161000,North America,93,119754278
R,Action,2000,6.7,228000,North America,119,144056873
PG-13,Comedy,2000,6,90000,North America,98,90449929
PG,Biography,2000,7.8,202000,North America,113,136771683
PG-13,Action,2000,6.1,322000,North America,123,546388108
PG-13,Action,2000,7.7,295000,Europe,107,71870729
PG-13,Action,2000,5.9,118000,North America,123,96085477
G,Animation,2000,7,181000,North America,84,224834564
R,Horror,2000,6.4,97000,North America,107,104155843
R,Horror,2000,6.7,236000,North America,98,112880294
R,Horror,2000,7.6,199000,North America,147,207515725
R,Horror,2000,7.3,57000,Europe,89,10045677
PG,Drama,2000,8.1,133000,Asia,98,14244250
PG-13,Drama,2000,6.6,120000,North America,130,291420351
G,Animation,2000,7.4,187000,North America,78,169661687
PG-13,Action,2000,7.8,258000,Asia,120,213525736
PG-13,Action,2000,6.5,265000,North America,118,237202299
PG-13,Comedy,2000,5.5,136000,North America,83,73180723
PG-13,Comedy,2000,7,317000,North America,108,330444045
R,Action,2000,7.1,229000,North America,109,53187659
R,Action,2000,5.8,126000,North America,112,190213455
Not Rated,Drama,2000,6.8,43000,North America,108,2554
PG-13,Action,2000,6.3,194000,North America,109,212742720
R,Comedy,2000,7.5,172000,Europe,113,47126295
PG-13,Action,2000,2.5,77000,North America,118,29725663
R,Horror,2000,5.6,126000,North America,116,161834276
PG-13,Comedy,2000,7.5,58000,North America,90,20789556
R,Comedy,2000,6.7,114000,North America,98,106371651
PG-13,Drama,2000,7.2,181000,Europe,121,152699976
R,Drama,2000,7.7,129000,Europe,110,109283018
R,Drama,2000,8.1,228000,South America,154,20908467
R,Comedy,2000,6.6,226000,North America,116,149270999
PG-13,Action,2000,6.6,79000,Europe,116,127666415
PG-13,Comedy,2000,6,99000,North America,93,90383208
PG,Animation,2000,6.9,88000,North America,89,76432727
R,Drama,2000,5,2400,Europe,90,18062
PG,Animation,2000,6.5,56000,North America,82,349822765
PG,Comedy,2000,6.2,219000,North America,104,363597184
R,Horror,2000,8,105000,Europe,140,40059672
PG-13,Comedy,2000,6.4,197000,North America,127,374111707
R,Drama,2000,6.7,65000,North America,111,44567606
PG-13,Comedy,2000,6.8,105000,North America,125,124745083
PG,Action,2000,5.7,71000,North America,114,110983407
PG-13,Comedy,2000,6.6,60000,North America,118,50054511
R,Comedy,2000,6.2,38000,North America,98,59827328
R,Horror,2000,6.5,23000,Europe,110,1308242
PG-13,Comedy,2000,5.3,101000,North America,90,58292295
R,Horror,2000,7,51000,North America,120,28780255
PG-13,Comedy,2000,6.7,32000,North America,120,40863718
PG-13,Horror,2000,7.3,103000,North America,118,68106245
R,Biography,2000,7.2,110000,North America,129,82343495
PG-13,Comedy,2000,6.1,46000,North America,103,62198945
PG-13,Drama,2000,7.2,20000,North America,124,27728118
PG-13,Action,2000,6.6,122000,North America,110,99274467
PG,Action,2000,5.8,9800,Europe,95,27965865
R,Biography,2000,7.3,52000,Europe,124,17989227
PG-13,Drama,2000,7.2,114000,North America,123,55707411
PG-13,Action,2000,5.9,60000,North America,124,215663859
PG,Comedy,2000,3.7,22000,North America,90,59468275
Not Rated,Horror,2000,4.5,17000,Europe,77,940944
R,Action,2000,5.8,38000,North America,104,32168970
R,Action,2000,4.9,33000,North America,99,47053625
G,Action,2000,4.9,36000,North America,100,183611771
PG-13,Action,2000,5.7,56000,North America,106,33463969
PG-13,Action,2000,3.7,32000,North America,107,33978694
R,Action,2000,5.2,33000,North America,102,19412993
R,Comedy,2000,7.3,62000,North America,107,33426588
R,Action,2000,6,75000,Europe,99,107626125
PG-13,Drama,2000,7.3,84000,North America,136,80049764
PG-13,Drama,2000,6.7,54000,North America,126,39459427
PG,Animation,2000,6.6,59000,North America,94,36754634
PG,Action,2000,5.1,12000,North America,89,62464731
R,Horror,2000,5.3,26000,North America,97,47267829
PG-13,Action,2000,5.6,31000,North America,106,50802120
R,Action,2000,6.1,68000,North America,115,91036760
PG-13,Action,2000,5.2,82000,Europe,99,173959438
PG-13,Comedy,2000,5.7,14000,North America,96,15910104
R,Biography,2000,7.2,37000,Oceania,94,238471
PG-13,Comedy,2000,6.4,50000,North America,128,59945183
PG-13,Drama,2000,6.7,19000,North America,115,26385941
R,Drama,2000,5.7,3700,North America,123,122121
R,Action,2000,4,36000,North America,90,47737094
R,Drama,2000,6.4,45000,Europe,128,71732303
PG-13,Drama,2000,7.3,55000,North America,145,66579890
R,Drama,2000,7.5,29000,North America,111,11242521
PG,Comedy,2000,6.1,41000,North America,104,110317580
PG-13,Drama,2000,5.8,13000,North America,116,18133495
PG-13,Comedy,2000,4.9,12000,Europe,94,51880044
Not Rated,Drama,2000,8.2,22000,Asia,173,1196218
PG-13,Comedy,2000,7.2,16000,Oceania,101,16575074
PG-13,Horror,2000,4.9,17000,North America,90,14828081
PG-13,Comedy,2000,5.3,27000,North America,98,18404706
PG-13,Comedy,2000,5,15000,North America,91,24419914
R,Action,2000,6.7,32000,North America,119,13200972
PG,Animation,2000,4.2,20000,North America,92,35134820
R,Comedy,2000,6.2,14000,North America,87,1961544
PG-13,Comedy,2000,4.4,49000,North America,106,166339890
R,Horror,2000,6.9,59000,Europe,106,60103680
R,Action,2000,6.3,56000,North America,135,62761005
R,Comedy,2000,6.6,11000,North America,135,2463650
R,Drama,2000,6.9,40000,Europe,92,11155214
G,Action,2000,4.2,3900,Europe,85,19748009
R,Drama,2000,7,39000,North America,101,148701
PG,Comedy,2000,6.9,20000,North America,115,36609995
PG-13,Comedy,2000,5.4,16000,North America,94,25850615
PG-13,Comedy,2000,5.5,10000,North America,94,9902115
